date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-12-30,704448,4,1.0,3616,142923,1.5,0,0,3,3136,480,2017,0,3810 Elm St,Lynnwood,WA 98077,USA
2014-12-30,1121957,5,3.5,6374,8734,1.5,0,0,3,4874,1500,1981,2000,2556 Main St,Sammamish,WA 98044,USA
2014-12-30,1022034,1,4.0,7470,174753,1.5,0,0,2,6166,1304,1992,0,9708 Oak St,Federal Way,WA 98154,USA
2014-12-30,1001195,4,1.0,6565,121405,3.0,0,0,4,5580,985,1941,2004,8535 Elm St,Auburn,WA 98165,USA
2014-12-31,1181798,4,1.5,7935,6293,1.5,0,0,2,5929,2006,1937,0,4104 Main St,Auburn,WA 98000,USA
2014-12-31,842298,2,3.0,5071,54203,1.5,0,2,5,4045,1026,1986,0,6147 Main St,Shoreline,WA 98165,USA
2014-12-31,643974,2,3.0,752,145892,3.0,1,0,3,694,58,1985,0,2222 Main St,Woodinville,WA 98044,USA
2014-12-31,462832,3,1.0,1919,68827,1.0,0,0,3,1259,660,1965,0,469 Main St,Bellevue,WA 98022,USA
2014-12-31,615255,3,3.0,2836,179235,1.5,0,4,3,2159,677,1968,0,2273 Elm St,Edmonds,WA 98209,USA
2014-12-31,481080,1,1.5,1735,144463,1.5,0,0,5,874,861,2005,0,6843 Oak St,North Bend,WA 98154,USA
2015-01-01,366252,4,4.0,1499,42970,1.5,0,0,3,1264,235,1914,0,5699 Elm St,Woodinville,WA 98132,USA
2015-01-01,736593,8,1.5,4260,178895,2.0,0,0,3,2546,1714,1960,0,1721 Main St,Edmonds,WA 98165,USA
2015-01-01,786682,7,1.5,4616,31796,3.0,0,0,3,3418,1198,1995,0,454 Oak St,Duvall,WA 98110,USA
2015-01-01,804255,1,3.5,4911,100345,1.5,0,0,3,2971,1940,2009,0,5423 Elm St,Federal Way,WA 98011,USA
2015-01-01,454536,1,2.5,3111,117245,2.0,0,0,2,1592,1519,1905,1999,3473 Main St,Shoreline,WA 98055,USA
2015-01-01,943585,7,1.0,6057,84127,1.0,0,0,4,4491,1566,1977,1980,3455 Elm St,Auburn,WA 98055,USA
2015-01-02,458847,7,4.0,1946,37389,1.0,0,1,5,1386,560,1923,0,5684 Elm St,Renton,WA 98143,USA
2015-01-02,1149368,7,3.0,5852,4352,2.0,0,2,5,4169,1683,1984,0,8003 Pine St,Seattle,WA 98110,USA
2015-01-02,492148,2,1.5,2670,123143,1.0,0,1,3,1613,1057,1913,0,7760 Elm St,Redmond,WA 98077,USA
2015-01-02,514399,1,1.0,3421,160244,2.5,0,0,3,3330,91,1911,0,5855 Main St,Duvall,WA 98077,USA
2015-01-02,765067,1,4.0,5555,143009,1.0,0,0,2,2787,2768,1954,0,671 Oak St,Sammamish,WA 98000,USA
2015-01-02,730204,5,4.0,4183,94657,2.5,0,0,3,3956,227,1967,0,2679 Oak St,Federal Way,WA 98066,USA
2015-01-02,633976,7,1.0,2761,108276,2.0,0,0,4,2397,364,1943,1985,4330 Pine St,Edmonds,WA 98055,USA
2015-01-03,510595,7,2.5,2445,89672,2.5,0,0,3,1432,1013,1984,0,5850 Elm St,Renton,WA 98077,USA
2015-01-03,875625,3,3.5,5434,198553,1.0,0,0,4,3999,1435,1980,0,2791 Elm St,Edmonds,WA 98198,USA
2015-01-03,1122643,3,3.0,7290,155624,1.5,0,0,4,7249,41,1992,0,6486 Oak St,Mercer Island,WA 98209,USA
2015-01-03,978706,4,3.5,5563,146190,2.5,0,2,3,4571,992,1950,0,3420 Oak St,Kent,WA 98077,USA
2015-01-03,562214,3,4.0,2353,12290,1.0,0,0,4,1326,1027,1979,1986,7930 Main St,Bothell,WA 98143,USA
2015-01-03,1269872,6,3.0,7373,26123,1.5,0,4,1,5373,2000,1981,0,6023 Main St,Mercer Island,WA 98187,USA
2015-01-04,382017,4,4.0,1099,191623,2.0,0,2,3,806,293,1937,2006,5716 Oak St,Seattle,WA 98165,USA
2015-01-04,841270,8,1.5,5387,53136,2.0,0,0,3,4854,533,1940,0,5240 Pine St,Federal Way,WA 98088,USA
2015-01-04,811037,7,1.5,4635,195958,3.0,0,0,5,4440,195,2014,0,4520 Pine St,Renton,WA 98154,USA
2015-01-04,1071228,5,1.0,7395,118278,2.0,0,0,3,4001,3394,1943,0,1853 Elm St,Redmond,WA 98099,USA
2015-01-04,667891,3,3.0,3903,199405,3.0,0,1,4,2564,1339,1974,0,7138 Elm St,Seattle,WA 98165,USA
2015-01-04,606037,5,3.0,3490,176088,2.0,0,0,4,2265,1225,1995,0,1295 Oak St,Kirkland,WA 98033,USA
2015-01-05,884029,3,4.0,5243,153499,2.0,0,0,4,5232,11,1991,0,8736 Pine St,Mercer Island,WA 98209,USA
2015-01-05,756609,3,3.5,4777,3257,2.0,0,0,4,3724,1053,1915,0,8374 Oak St,Redmond,WA 98132,USA
2015-01-05,1021580,5,1.5,4860,68733,3.0,1,0,3,4567,293,1997,0,8725 Main St,Kent,WA 98044,USA
2015-01-05,631879,1,2.0,3318,140294,3.0,0,3,4,2365,953,1949,0,8167 Main St,Bellevue,WA 98066,USA
2015-01-05,293428,1,1.0,1362,157259,2.5,0,0,3,1173,189,1993,0,7506 Oak St,Auburn,WA 98088,USA
2015-01-05,876507,1,3.0,5027,152853,1.0,0,0,3,3233,1794,1937,0,4357 Oak St,Kent,WA 98077,USA
2015-01-05,682859,6,2.5,4555,126890,1.0,0,0,1,4354,201,1985,0,8933 Pine St,Lynnwood,WA 98165,USA
2015-01-06,427641,1,2.5,1719,127682,1.0,0,3,3,1250,469,1904,0,2475 Main St,Sammamish,WA 98055,USA
2015-01-06,722424,3,2.0,4295,143076,2.0,0,0,5,3873,422,1908,0,8824 Elm St,Bellevue,WA 98165,USA
2015-01-06,881952,7,1.5,5104,108178,1.0,0,2,3,3204,1900,1976,0,7134 Main St,Burien,WA 98055,USA
2015-01-06,853719,2,1.5,5042,58600,3.0,0,2,3,4269,773,1938,1981,3679 Oak St,Bothell,WA 98143,USA
2015-01-06,511253,5,1.5,1027,157587,2.5,0,2,3,721,306,1986,0,3732 Oak St,Shoreline,WA 98000,USA
2015-01-06,1149010,7,3.5,7869,81952,1.5,0,0,3,4058,3811,1926,0,9028 Pine St,Burien,WA 98088,USA
2015-01-07,689234,2,4.0,3422,135257,2.5,0,0,3,2417,1005,1931,0,6416 Main St,North Bend,WA 98132,USA
2015-01-07,1013628,7,2.5,6349,91888,1.0,0,0,3,4920,1429,1963,1987,3839 Elm St,Kirkland,WA 98198,USA
2015-01-07,1008882,6,1.5,6224,124611,1.0,0,0,5,3584,2640,1994,2019,1541 Elm St,Kent,WA 98176,USA
2015-01-07,663671,2,2.5,3704,55476,3.0,0,0,3,2192,1512,1932,0,9434 Main St,Federal Way,WA 98110,USA
2015-01-07,399221,8,2.0,1662,97279,2.5,0,0,3,1217,445,2005,0,9162 Main St,Kenmore,WA 98077,USA
2015-01-07,830385,4,1.0,5264,163284,3.0,0,0,3,3534,1730,1989,0,4887 Oak St,Lynnwood,WA 98044,USA
2015-01-08,692340,1,4.0,4064,93154,3.0,0,0,3,2927,1137,1917,0,9907 Pine St,Lynnwood,WA 98099,USA
2015-01-08,519607,8,3.5,1346,123537,1.5,0,0,5,983,363,1975,0,207 Main St,Bellevue,WA 98066,USA
2015-01-08,553718,6,3.0,2617,180605,3.0,0,0,3,1491,1126,1966,0,3834 Elm St,North Bend,WA 98099,USA
2015-01-08,1106133,7,2.0,7459,88125,3.0,0,1,3,4405,3054,1904,1995,5606 Elm St,Auburn,WA 98033,USA
2015-01-08,633112,3,4.0,3586,169702,1.5,0,0,3,3313,273,1977,0,6564 Oak St,Bothell,WA 98088,USA
2015-01-08,474320,1,2.5,2270,75099,2.0,0,1,4,1319,951,1958,0,406 Elm St,Duvall,WA 98143,USA
2015-01-08,842421,8,2.0,3783,129969,2.0,0,0,3,3151,632,2010,0,8499 Main St,Issaquah,WA 98011,USA
2015-01-09,661218,1,3.0,2325,148657,1.5,0,4,3,1649,676,1975,0,9031 Elm St,Duvall,WA 98088,USA
2015-01-09,1289362,2,4.0,7727,96833,3.0,0,2,3,7604,123,1903,0,3759 Oak St,Renton,WA 98000,USA
2015-01-09,852440,4,3.5,3823,50240,1.0,0,0,5,2037,1786,2019,0,9210 Oak St,Kirkland,WA 98099,USA
2015-01-09,299090,1,1.0,945,15772,2.5,0,0,4,864,81,1915,1987,3048 Main St,Edmonds,WA 98099,USA
2015-01-09,384293,7,3.0,1525,111990,1.0,0,0,1,1137,388,1974,0,2789 Pine St,Kirkland,WA 98209,USA
2015-01-09,754720,7,4.0,2271,113315,1.0,1,0,4,1141,1130,1999,0,746 Oak St,North Bend,WA 98022,USA
2015-01-10,439161,5,3.5,1859,99053,3.0,0,1,3,1174,685,2001,0,1583 Oak St,Kent,WA 98055,USA
2015-01-10,229328,5,2.5,518,88091,2.5,0,0,3,364,154,1947,1993,1055 Main St,Redmond,WA 98055,USA
2015-01-10,978625,1,3.0,6613,150010,2.5,0,0,1,4345,2268,1965,1995,5156 Main St,Renton,WA 98011,USA
2015-01-10,307675,2,2.0,1060,154055,2.0,0,0,4,722,338,1976,0,8799 Main St,Issaquah,WA 98187,USA
2015-01-10,1247034,2,1.5,7745,144946,1.5,0,2,3,7422,323,1907,1997,5740 Main St,Mercer Island,WA 98011,USA
2015-01-10,229435,3,2.0,971,91341,3.0,0,0,4,660,311,1943,0,4594 Main St,Sammamish,WA 98121,USA
2015-01-11,475417,6,2.5,527,61896,2.5,1,2,1,373,154,1920,0,5327 Elm St,Kent,WA 98044,USA
2015-01-11,397803,6,4.0,1059,178281,3.0,0,0,4,932,127,1925,0,5781 Pine St,Issaquah,WA 98209,USA
2015-01-11,599584,8,1.0,3155,33822,2.0,0,0,1,2829,326,2001,2015,6967 Main St,Lynnwood,WA 98066,USA
2015-01-11,813846,6,3.0,3736,152822,1.0,0,0,3,2025,1711,1934,2018,2623 Oak St,Kirkland,WA 98165,USA
2015-01-11,791070,4,4.0,5053,103335,2.5,0,0,3,4305,748,1914,0,1738 Oak St,Shoreline,WA 98209,USA
2015-01-11,463409,2,1.0,1444,174155,2.0,0,3,3,1070,374,1939,0,8307 Pine St,North Bend,WA 98000,USA
2015-01-11,705660,3,2.5,4448,118828,3.0,0,2,3,2521,1927,1929,0,8012 Pine St,Kenmore,WA 98000,USA
2015-01-12,947302,5,3.0,5795,123766,2.0,0,0,3,3664,2131,1965,0,3469 Oak St,Sammamish,WA 98176,USA
2015-01-12,757087,7,3.5,4156,160018,2.0,0,0,5,2171,1985,1979,0,3841 Oak St,Kirkland,WA 98000,USA
2015-01-12,863774,6,3.5,5579,133624,2.0,0,0,3,3794,1785,1912,1986,1334 Elm St,Lynnwood,WA 98209,USA
2015-01-12,900317,5,4.0,5463,74331,2.0,0,0,3,3429,2034,1900,0,2043 Pine St,Redmond,WA 98132,USA
2015-01-12,659432,5,2.0,3563,137343,2.0,0,0,3,2462,1101,1942,0,139 Pine St,Renton,WA 98088,USA
2015-01-12,1011065,1,4.0,6672,81201,2.0,0,0,3,5272,1400,1927,0,6696 Pine St,Bothell,WA 98154,USA
2015-01-13,485960,4,2.0,2479,66651,1.5,0,2,3,2147,332,1900,0,3139 Main St,North Bend,WA 98022,USA
2015-01-13,672814,3,2.5,3216,102917,3.0,0,1,4,2581,635,1939,0,8111 Pine St,Kirkland,WA 98143,USA
2015-01-13,851679,4,3.5,5421,161066,1.0,0,0,3,4549,872,1933,0,2183 Elm St,Bellevue,WA 98110,USA
2015-01-13,670138,1,3.0,1315,28186,3.0,1,2,4,1226,89,1912,0,8834 Main St,Woodinville,WA 98121,USA
2015-01-13,475610,3,3.5,2826,31267,2.5,0,0,3,2647,179,1960,0,5342 Pine St,Duvall,WA 98132,USA
2015-01-13,564839,3,2.0,2830,40140,2.5,0,0,5,2632,198,2016,1997,2365 Oak St,Duvall,WA 98132,USA
2015-01-14,367588,2,4.0,1502,157007,3.0,0,0,3,866,636,1965,0,8567 Oak St,Kenmore,WA 98000,USA
2015-01-14,450721,4,2.5,2042,32748,2.0,0,1,1,1277,765,1903,0,5124 Pine St,Lynnwood,WA 98099,USA
2015-01-14,1115716,4,3.5,6948,91139,1.5,0,3,3,5219,1729,1988,0,5704 Oak St,Duvall,WA 98022,USA
2015-01-14,1196315,2,2.5,7337,135909,1.0,0,2,5,4984,2353,1997,2007,6366 Oak St,Shoreline,WA 98033,USA
2015-01-14,841745,8,3.5,4704,65875,2.0,0,1,4,2661,2043,1912,0,7159 Oak St,Federal Way,WA 98165,USA
2015-01-14,1026484,5,4.0,6967,194766,3.0,0,0,2,4485,2482,1935,0,7693 Pine St,Issaquah,WA 98077,USA
2015-01-15,354508,1,1.0,1729,141682,3.0,0,0,3,1707,22,1995,0,8034 Main St,Kirkland,WA 98165,USA
2015-01-15,695986,4,4.0,3805,29615,1.5,0,0,5,2562,1243,1960,0,5949 Elm St,Duvall,WA 98176,USA
2015-01-15,1236515,2,3.5,6557,105135,1.5,1,3,1,4651,1906,1957,0,4309 Main St,Bothell,WA 98198,USA
2015-01-15,1164276,7,2.0,7101,154419,3.0,0,4,3,3573,3528,1984,0,6443 Pine St,Shoreline,WA 98154,USA
2015-01-15,1211568,8,4.0,7854,35062,2.0,0,0,4,6752,1102,1989,0,8448 Pine St,Kirkland,WA 98165,USA
2015-01-15,1171369,3,3.0,6559,56122,2.0,0,2,4,4635,1924,1914,0,6131 Pine St,Kenmore,WA 98154,USA
2015-01-15,612236,6,2.0,3029,180503,2.0,0,0,4,1670,1359,1992,2001,949 Elm St,Seattle,WA 98011,USA
2015-01-16,990787,7,2.0,5517,74086,1.0,0,0,5,5430,87,1989,0,6566 Oak St,Woodinville,WA 98110,USA
2015-01-16,363768,2,2.0,1930,29205,1.0,0,0,2,1715,215,1984,0,8893 Oak St,North Bend,WA 98000,USA
2015-01-16,708979,6,2.5,4412,19459,2.0,0,2,3,3807,605,1911,0,9285 Oak St,Kenmore,WA 98154,USA
2015-01-16,540542,5,1.5,2032,155822,3.0,0,0,4,1989,43,1975,0,9578 Pine St,Edmonds,WA 98198,USA
2015-01-16,551538,1,1.5,2392,28729,1.5,0,3,4,1683,709,1968,0,4222 Pine St,Auburn,WA 98033,USA
2015-01-16,1060751,6,1.0,7163,39585,2.5,0,0,4,6154,1009,1960,0,2503 Oak St,Shoreline,WA 98110,USA
2015-01-17,650254,8,2.0,3624,84698,1.5,0,0,5,2185,1439,1941,2002,4024 Oak St,Seattle,WA 98044,USA
2015-01-17,427197,5,1.5,1921,46635,1.5,0,0,3,1630,291,1989,2021,8567 Main St,Kenmore,WA 98022,USA
2015-01-17,961675,6,1.0,5818,176926,2.5,0,2,2,2949,2869,1931,0,7354 Pine St,Issaquah,WA 98132,USA
2015-01-17,313866,3,2.5,890,30104,2.0,0,0,3,501,389,1901,0,8342 Oak St,Kirkland,WA 98099,USA
2015-01-17,1083396,3,2.0,6268,15770,1.5,0,2,4,4466,1802,1907,0,8165 Elm St,North Bend,WA 98110,USA
2015-01-17,698418,8,3.0,3318,129750,2.5,0,0,3,1679,1639,1990,0,8419 Oak St,Bothell,WA 98187,USA
2015-01-18,562287,3,2.5,2369,123245,3.0,0,0,4,1731,638,2000,0,2376 Pine St,Edmonds,WA 98011,USA
2015-01-18,615947,3,1.0,3460,125011,3.0,0,2,3,2634,826,1953,0,4084 Pine St,Edmonds,WA 98066,USA
2015-01-18,810244,2,2.5,6117,150029,3.0,0,0,1,4959,1158,1907,0,8392 Main St,Issaquah,WA 98088,USA
2015-01-18,505906,3,3.0,1695,56178,2.0,0,2,3,932,763,1987,0,4907 Oak St,Edmonds,WA 98099,USA
2015-01-18,1057066,7,2.5,6729,96155,1.5,0,0,4,3973,2756,1912,0,7507 Main St,Lynnwood,WA 98187,USA
2015-01-18,748839,3,1.0,3105,21828,1.5,1,0,3,2504,601,1928,1994,5405 Main St,Auburn,WA 98066,USA
2015-01-18,386480,7,3.0,1357,18171,1.0,0,1,4,1125,232,1912,0,5915 Main St,Sammamish,WA 98066,USA
2015-01-19,974536,2,3.0,5805,193537,3.0,0,3,3,2977,2828,1957,0,300 Pine St,Burien,WA 98022,USA
2015-01-19,842856,3,2.5,3727,145218,2.0,1,0,3,2870,857,1962,0,8994 Oak St,Bothell,WA 98121,USA
2015-01-19,749552,8,3.0,2016,124249,2.5,1,0,2,1799,217,1986,0,982 Oak St,Renton,WA 98066,USA
2015-01-19,1041624,5,4.0,6246,178338,2.0,0,0,4,3338,2908,1946,0,6260 Pine St,North Bend,WA 98176,USA
2015-01-19,1184394,8,2.5,7309,178011,1.5,0,0,3,5164,2145,1978,0,4433 Main St,Kent,WA 98000,USA
2015-01-19,445962,5,2.0,1653,15202,3.0,0,0,5,1096,557,1987,0,6589 Main St,Woodinville,WA 98044,USA
2015-01-20,381286,4,3.0,1342,169214,1.0,0,0,3,1284,58,2006,0,9619 Main St,Redmond,WA 98165,USA
2015-01-20,976770,5,2.5,5700,195900,2.0,0,2,3,3379,2321,1986,0,7721 Main St,Shoreline,WA 98154,USA
2015-01-20,935758,1,2.0,6421,88367,1.0,0,1,3,4232,2189,1973,0,6025 Main St,Auburn,WA 98011,USA
2015-01-20,378366,1,3.0,2182,60046,1.5,0,0,3,2071,111,1937,0,2202 Pine St,Kenmore,WA 98088,USA
2015-01-20,454404,1,2.0,794,10849,2.5,0,2,3,528,266,1968,0,9453 Elm St,Shoreline,WA 98066,USA
2015-01-20,1199768,2,3.5,6597,191344,2.0,1,0,3,5051,1546,1968,0,9922 Main St,Issaquah,WA 98033,USA
2015-01-21,1060328,8,3.0,6912,152511,1.5,0,0,4,3570,3342,1994,0,8315 Elm St,Kenmore,WA 98209,USA
2015-01-21,467657,5,3.5,1144,79872,3.0,0,3,3,1135,9,1939,2021,191 Elm St,Shoreline,WA 98187,USA
2015-01-21,970126,8,1.0,4133,36344,2.0,1,2,3,3771,362,1900,1987,3535 Pine St,Duvall,WA 98033,USA
2015-01-21,1019542,7,1.0,7178,185348,1.0,0,0,2,5865,1313,1901,0,7137 Oak St,Duvall,WA 98132,USA
2015-01-21,653256,1,2.5,2635,137123,2.0,0,1,3,1397,1238,2012,0,3830 Main St,Kent,WA 98000,USA
2015-01-21,813341,4,1.5,5520,181546,1.5,0,0,3,2966,2554,1928,0,6722 Main St,Redmond,WA 98022,USA
2015-01-21,1011996,2,3.5,6243,76604,1.5,0,2,5,4822,1421,1906,0,4628 Elm St,Lynnwood,WA 98165,USA
2015-01-22,289454,4,3.5,610,149039,1.0,0,0,4,391,219,1992,0,410 Oak St,Duvall,WA 98033,USA
2015-01-22,380144,5,1.0,1083,153845,1.5,0,2,4,878,205,1956,0,7410 Oak St,Renton,WA 98165,USA
2015-01-22,634839,3,3.5,3725,97550,2.0,0,0,3,2976,749,1954,0,4167 Elm St,Renton,WA 98198,USA
2015-01-22,474600,4,1.5,1986,75383,1.0,0,0,3,1825,161,1972,0,6410 Pine St,North Bend,WA 98000,USA
2015-01-22,780737,3,2.0,5364,42182,1.5,0,0,3,3436,1928,1935,0,9512 Oak St,Kenmore,WA 98044,USA
2015-01-22,904918,2,2.0,5775,117810,1.5,0,0,3,4556,1219,1906,1992,4183 Pine St,Kent,WA 98198,USA
2015-01-23,461190,4,1.5,2148,195661,2.0,0,1,3,1908,240,1991,2010,8954 Elm St,Renton,WA 98110,USA
2015-01-23,1200725,4,3.5,7985,25180,1.5,0,3,3,5951,2034,1909,0,5947 Elm St,Kirkland,WA 98132,USA
2015-01-23,1419327,6,3.5,6881,196444,2.0,1,2,4,6298,583,1979,0,1161 Pine St,Issaquah,WA 98209,USA
2015-01-23,535671,2,3.5,2881,52372,3.0,0,0,5,1629,1252,1973,1996,9725 Oak St,Kirkland,WA 98044,USA
2015-01-23,395841,2,4.0,605,104427,2.0,0,2,3,524,81,1938,1987,6148 Elm St,Sammamish,WA 98033,USA
2015-01-23,838309,1,2.5,4053,70086,2.5,0,0,4,3937,116,1957,0,6741 Elm St,Sammamish,WA 98033,USA
2015-01-24,1044098,5,3.0,6318,23163,1.5,0,0,4,4207,2111,1989,2019,2693 Main St,Woodinville,WA 98033,USA
2015-01-24,652071,4,1.5,2194,195161,3.0,0,3,3,1498,696,1997,0,4976 Pine St,Redmond,WA 98033,USA
2015-01-24,559174,8,1.5,2233,120616,1.0,0,0,5,1209,1024,1997,0,6566 Main St,Seattle,WA 98209,USA
2015-01-24,369744,4,4.0,881,33934,2.5,0,2,3,723,158,1939,0,2652 Main St,Kirkland,WA 98187,USA
2015-01-24,675161,7,1.5,3236,56595,1.0,0,2,4,2511,725,1913,0,4650 Oak St,Issaquah,WA 98187,USA
2015-01-24,741944,2,1.5,4856,27592,2.5,0,0,3,2525,2331,1981,0,4752 Pine St,Burien,WA 98165,USA
2015-01-24,1011969,8,4.0,6418,24039,3.0,0,0,3,5622,796,1900,0,9521 Elm St,Lynnwood,WA 98088,USA
2015-01-25,441839,2,1.5,1816,196171,3.0,0,0,3,1660,156,1916,2010,852 Oak St,Federal Way,WA 98187,USA
2015-01-25,1080560,5,3.5,5954,109305,3.0,0,4,4,5677,277,1948,0,7170 Elm St,North Bend,WA 98011,USA
2015-01-25,871382,2,4.0,3202,90262,2.5,1,0,3,2474,728,1985,0,3295 Pine St,Kirkland,WA 98033,USA
2015-01-25,797445,3,2.5,5415,129383,2.0,0,0,2,3932,1483,2000,0,4511 Main St,Federal Way,WA 98121,USA
2015-01-25,823989,3,1.0,4574,35018,1.0,1,0,3,4290,284,1915,0,7441 Oak St,Kent,WA 98066,USA
2015-01-25,876988,6,3.5,5304,54158,2.0,0,0,2,3709,1595,1906,1981,5437 Oak St,Sammamish,WA 98154,USA
2015-01-26,1066240,3,3.5,7119,136630,2.0,0,2,4,5892,1227,1914,0,1822 Oak St,Redmond,WA 98066,USA
2015-01-26,1179351,3,3.0,7892,33174,1.5,0,0,4,6374,1518,2014,0,4236 Pine St,Lynnwood,WA 98176,USA
2015-01-26,482952,5,4.0,1406,96941,1.0,0,4,4,964,442,1920,0,4539 Oak St,Kent,WA 98165,USA
2015-01-26,1071738,4,1.0,7198,174703,2.5,0,0,4,3911,3287,1965,0,7232 Pine St,Bothell,WA 98198,USA
2015-01-26,399367,3,1.5,1162,199759,1.5,0,0,5,593,569,1958,0,9752 Elm St,Bothell,WA 98088,USA
2015-01-26,1056293,8,1.0,5915,104381,1.5,0,0,4,4224,1691,1947,0,6805 Oak St,Kent,WA 98143,USA
2015-01-27,1228242,6,2.5,7218,147624,3.0,0,4,5,5345,1873,1988,0,959 Oak St,Shoreline,WA 98176,USA
2015-01-27,1147003,2,2.0,7285,167137,2.5,0,0,3,6639,646,1972,0,5095 Main St,Issaquah,WA 98044,USA
2015-01-27,395665,3,3.5,962,108532,2.0,0,0,3,680,282,1983,0,5978 Pine St,Federal Way,WA 98011,USA
2015-01-27,650221,6,4.0,3402,134686,2.0,0,0,5,2179,1223,1949,0,3113 Elm St,Burien,WA 98209,USA
2015-01-27,1138717,5,4.0,7881,35647,2.0,0,0,4,5761,2120,1909,0,2505 Main St,Shoreline,WA 98165,USA
2015-01-27,983839,7,1.0,5180,58940,3.0,0,0,4,3206,1974,2019,0,791 Oak St,Kirkland,WA 98143,USA
2015-01-28,636673,7,3.0,1442,132692,2.0,1,1,2,786,656,1951,0,7170 Oak St,Auburn,WA 98143,USA
2015-01-28,1152624,7,2.5,7259,155154,1.0,0,0,4,4039,3220,1984,0,5287 Main St,North Bend,WA 98000,USA
2015-01-28,216863,2,2.0,657,153963,2.0,0,0,4,433,224,1967,0,8903 Oak St,Woodinville,WA 98022,USA
2015-01-28,1099062,6,2.5,6915,107566,2.0,0,2,3,3501,3414,1929,0,7070 Pine St,Auburn,WA 98066,USA
2015-01-28,904781,3,4.0,6446,63395,1.0,0,0,1,3932,2514,1933,0,6432 Main St,Kirkland,WA 98154,USA
2015-01-28,714035,4,1.5,3809,51955,3.0,0,0,3,3404,405,1993,0,3013 Oak St,Woodinville,WA 98198,USA
2015-01-28,481883,2,2.0,1826,33314,1.5,0,0,5,1127,699,1977,0,1689 Pine St,Seattle,WA 98209,USA
2015-01-29,617714,2,4.0,3217,155572,2.5,0,0,4,1786,1431,1985,0,1172 Main St,Sammamish,WA 98011,USA
2015-01-29,644666,7,3.0,3168,54685,3.0,0,0,5,3087,81,1964,1998,2809 Elm St,Issaquah,WA 98198,USA
2015-01-29,569465,4,2.0,3068,124947,2.0,0,0,3,2488,580,1959,0,2340 Elm St,Edmonds,WA 98088,USA
2015-01-29,691092,7,4.0,3892,65783,1.5,0,0,5,2062,1830,1907,0,204 Oak St,Woodinville,WA 98198,USA
2015-01-29,432169,2,3.0,2606,101229,2.5,0,0,3,1384,1222,1974,0,380 Main St,Auburn,WA 98044,USA
2015-01-29,1007196,3,1.5,5977,51189,2.5,0,0,3,4817,1160,1964,0,3656 Oak St,North Bend,WA 98187,USA
2015-01-30,948023,7,3.0,5299,94554,2.5,0,4,3,4080,1219,1968,0,2788 Elm St,Edmonds,WA 98165,USA
2015-01-30,496744,7,2.5,1147,20567,1.0,0,4,5,612,535,1956,1991,273 Main St,Bothell,WA 98033,USA
2015-01-30,689749,8,1.0,3822,158050,1.0,0,2,3,2339,1483,1944,0,8459 Main St,Sammamish,WA 98121,USA
2015-01-30,743927,7,2.5,3438,77089,1.5,0,0,3,3316,122,1948,2006,664 Main St,Kent,WA 98066,USA
2015-01-30,516429,2,4.0,2983,141702,2.0,0,0,1,2344,639,1973,0,2767 Pine St,Federal Way,WA 98143,USA
2015-01-30,824745,3,4.0,4741,144075,1.5,0,2,3,3414,1327,2018,0,9163 Main St,Lynnwood,WA 98121,USA
2015-01-31,661789,4,3.5,3406,42444,2.0,0,0,4,2129,1277,1961,0,3759 Elm St,Renton,WA 98022,USA
2015-01-31,622476,1,2.5,3525,87184,3.0,0,0,3,1998,1527,1938,0,9422 Pine St,Woodinville,WA 98044,USA
2015-01-31,461991,4,2.0,1875,163679,2.5,0,0,4,1314,561,1976,0,3906 Pine St,Renton,WA 98176,USA
2015-01-31,481296,3,1.5,2323,25821,2.5,0,0,5,2232,91,1920,0,7429 Oak St,Redmond,WA 98099,USA
2015-01-31,538803,5,3.5,744,15601,1.0,0,2,3,390,354,1999,0,7232 Main St,Renton,WA 98099,USA
2015-01-31,1059607,7,3.5,6179,177976,3.0,0,2,4,6151,28,1952,0,7544 Oak St,Kenmore,WA 98110,USA
2015-01-31,673826,4,3.5,2848,113882,3.0,0,2,3,1719,1129,1944,0,9411 Oak St,Duvall,WA 98176,USA
2015-02-01,1185342,5,4.0,7081,72657,2.0,0,2,5,4987,2094,1996,2012,1124 Pine St,Duvall,WA 98044,USA
2015-02-01,338186,5,1.0,1367,170629,3.0,0,0,2,714,653,2006,0,2308 Oak St,Federal Way,WA 98132,USA
2015-02-01,1029247,3,3.0,6743,184595,1.0,0,1,4,5343,1400,1927,2016,409 Main St,Burien,WA 98099,USA
2015-02-01,1332526,3,2.0,7368,82846,2.0,1,0,4,5465,1903,1952,0,1790 Pine St,Seattle,WA 98088,USA
2015-02-01,649630,8,4.0,3361,51502,1.5,0,1,3,2800,561,1908,0,3199 Elm St,Woodinville,WA 98176,USA
2015-02-01,354307,7,1.5,979,124409,2.0,0,0,3,755,224,2008,0,5739 Oak St,Kirkland,WA 98000,USA
2015-02-02,607830,1,4.0,2962,23098,1.5,0,1,3,2070,892,1974,0,3176 Pine St,Kent,WA 98033,USA
2015-02-02,1195257,6,1.0,6808,177974,2.0,0,4,2,5915,893,2003,0,2488 Elm St,Sammamish,WA 98033,USA
